,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Tot_qual_cond,degrees_west,degrees_north,SalePrice,nhood_median_price,living_SF,liv_plus_grg_SF,total_indoor_SF,qXGrLivArea,qXliving_SF,qXliv_plus_grg_SF,qXtotal_indoor_SF,degNXqXindoorSF,nhoodXqXindoorSF,nhoodXsize,nhoodXqual
812,813,20,C (all),66.0,8712,Grvl,None,0,Bnk,AllPub,Inside,2,IDOTRR,0,0,1Fam,1,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,-1,0,CBlock,0,0,2,0,0,0,0,540,540,GasA,0,0,0,1044,0,0,1044,0,0,1,0,2,1,-1,4,0,0,-2,Basment,1952.0,1,2,504,0,0,N,0,0,0,0,0,0,-1,None,Shed,54,6,2010,WD,Alloca,-5,93.6196433,42.0262182,55993,103000.0,1044,1548,2088,1049,5220,7740,10440,438753.718008,1075320000.0,215064000.0,515000.0
813,814,20,RL,75.0,9750,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,0,0,CBlock,0,0,0,2,608,0,0,834,1442,GasA,1,1,1,1442,0,0,1442,0,0,1,1,4,1,0,7,0,0,-2,Attchd,1958.0,2,1,301,0,0,Y,0,0,275,0,0,0,-1,None,Shed,500,4,2007,COD,Normal,-2,,,157900,140000.0,2050,2351,3185,1448,12300,14106,19110,,2675400000.0,445900000.0,840000.0
814,815,50,RL,45.0,8248,Pave,Grvl,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,3,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,686,686,GasW,1,1,1,686,564,0,1250,0,1,1,1,3,1,-1,7,0,0,-2,Detchd,1955.0,1,1,280,0,0,P,207,0,96,0,0,0,-1,None,None,0,7,2006,WD,Normal,-3,93.6700775,42.0256764,116000,121750.0,1250,1530,2216,1255,6250,7650,11080,465644.494512,1348990000.0,269798000.0,608750.0
815,816,20,RL,48.0,12137,Pave,None,2,Lvl,AllPub,CulDSac,1,CollgCr,0,0,1Fam,1,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,0,0,PConc,1,0,0,0,0,0,0,1649,1649,GasA,2,1,1,1661,0,0,1661,0,0,2,0,3,1,1,6,0,0,-2,Attchd,1998.0,2,2,598,0,0,Y,0,34,0,0,0,0,-1,None,None,0,5,2010,WD,Normal,0,93.6629245,42.0210558,224900,197200.0,1661,2259,3908,1668,11627,15813,27356,1149528.0024648,5394603200.0,770657600.0,1380400.0
816,817,20,RL,,11425,Pave,None,1,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,1,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,,0.0,0,0,CBlock,0,0,0,3,486,0,0,522,1008,GasA,1,1,1,1008,0,0,1008,0,0,1,0,2,1,0,4,0,1,1,Attchd,1954.0,2,1,275,0,0,Y,0,0,120,0,0,0,-1,None,None,0,7,2006,WD,Normal,1,,,137000,140000.0,1494,1769,2291,1013,7470,8845,11455,,1603700000.0,320740000.0,700000.0
817,818,20,RL,,13265,Pave,None,1,Lvl,AllPub,CulDSac,1,Mitchel,0,0,1Fam,1,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,1,0,PConc,1,0,0,5,1218,0,0,350,1568,GasA,2,1,1,1689,0,0,1689,1,0,2,0,3,1,1,7,0,2,1,Attchd,2002.0,2,3,857,0,0,Y,150,59,0,0,0,0,-1,None,None,0,7,2008,WD,Normal,4,93.6048323,41.9923905,271000,153500.0,2907,3764,4114,1697,23256,30112,32912,1382053.556136,5051992000.0,631499000.0,1228000.0
818,819,80,RL,80.0,8816,Pave,None,0,Lvl,AllPub,Inside,1,ClearCr,0,0,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,0,0,CBlock,0,0,2,5,504,0,0,506,1010,GasA,1,1,1,1052,0,0,1052,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1971.0,1,2,440,0,0,Y,0,0,0,0,0,0,-1,MnPrv,None,0,6,2010,WD,Normal,-2,93.6496345,42.035702,155000,200250.0,1556,1996,2502,1058,9336,11976,15012,631039.958424,3006153000.0,501025500.0,1201500.0
819,820,120,RL,44.0,6371,Pave,None,1,Lvl,AllPub,Inside,1,NridgHt,0,0,TwnhsE,1,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,1,0,PConc,1,0,1,5,733,0,0,625,1358,GasA,2,1,1,1358,0,0,1358,1,0,2,0,2,1,1,6,0,1,1,Attchd,2010.0,2,2,484,0,0,Y,192,35,0,0,0,0,-1,None,None,0,6,2010,New,Partial,4,93.6521432,42.0593971,224000,315000.0,2091,2575,3200,1365,14637,18025,22400,942130.49504,7056000000.0,1008000000.0,2205000.0
820,821,60,RL,72.0,7226,Pave,None,1,Lvl,AllPub,CulDSac,1,CollgCr,0,0,1Fam,4,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,798,798,GasA,2,1,1,798,842,0,1640,0,0,2,1,3,1,1,6,0,0,-2,Attchd,2003.0,2,2,595,0,0,Y,0,45,0,0,0,0,-1,None,None,0,6,2008,WD,Normal,1,93.6629245,42.0210558,183000,197200.0,1640,2235,3033,1647,11480,15645,21231,892149.0356897999,4186753200.0,598107600.0,1380400.0
821,822,20,RM,60.0,6000,Pave,Pave,0,Bnk,AllPub,Inside,2,OldTown,0,0,2fmCon,1,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,,0.0,-1,0,CBlock,-1,0,0,0,0,0,0,936,936,GasA,0,0,1,936,0,0,936,0,0,1,0,2,1,0,4,-2,0,-2,Detchd,1974.0,1,2,576,0,0,Y,0,32,112,0,0,0,-1,None,None,0,2,2009,WD,Normal,-4,93.6158599,42.0315288,93000,119000.0,936,1512,2448,940,3744,6048,9792,411572.7300096,1165248000.0,291312000.0,476000.0
822,823,60,RL,,12394,Pave,None,1,Lvl,AllPub,Corner,1,Gilbert,0,0,1Fam,4,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,1,0,0,0,0,847,847,GasA,2,1,1,847,886,0,1733,0,0,2,1,3,1,1,7,0,1,1,BuiltIn,2003.0,3,2,433,0,0,Y,100,48,0,0,0,0,-1,None,None,0,10,2007,WD,Family,4,93.6482427,42.1073852,225000,181000.0,1733,2166,3013,1740,12131,15162,21091,888086.8612532001,3817471000.0,545353000.0,1267000.0
823,824,50,RL,60.0,9900,Pave,None,0,Lvl,AllPub,Inside,1,SWISU,0,0,1Fam,3,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,778,778,GasA,0,1,1,944,545,0,1489,0,0,2,0,3,1,0,7,0,1,1,Detchd,1940.0,1,1,240,0,0,Y,335,0,0,0,0,0,-1,GdWo,None,0,7,2009,WD,Normal,0,93.6554093,42.0126438,139500,139500.0,1489,1729,2507,1495,8934,10374,15042,631954.1880396,2098359000.0,349726500.0,837000.0
824,825,20,FV,81.0,11216,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,1,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,1,0,0,0,0,0,1489,1489,GasA,2,1,1,1489,0,0,1489,0,0,2,0,3,1,1,7,0,1,1,Attchd,2006.0,2,2,776,0,0,Y,0,140,0,0,0,0,-1,None,None,0,6,2006,New,Partial,5,93.6435389,42.0489287,232600,225500.0,1489,2265,3754,1497,11912,18120,30032,1262813.4267183999,6772216000.0,846527000.0,1804000.0
825,826,20,RL,114.0,14803,Pave,None,0,Lvl,AllPub,Inside,1,NridgHt,1,1,1Fam,1,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,2,0,PConc,2,0,2,5,1636,0,0,442,2078,GasA,2,1,1,2084,0,0,2084,1,0,2,0,2,1,2,7,0,1,1,Attchd,2007.0,3,3,1220,0,0,Y,188,45,0,0,0,0,-1,None,None,0,6,2008,New,Partial,6,93.6521432,42.0593971,385000,315000.0,3720,4940,5382,2094,37200,49400,53820,2263636.7519219997,16953300000.0,1695330000.0,3150000.0
826,827,45,RM,50.0,6130,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,2,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,0,4,784,0,0,0,784,GasA,1,1,1,784,0,0,784,1,0,1,0,2,1,1,5,0,0,-2,None,,0,0,0,-2,-2,Y,0,0,116,0,0,0,-1,None,None,0,5,2008,WD,Normal,-5,93.6276074,42.0322741,109500,124300.0,1568,1568,1568,789,7840,7840,7840,329533.028944,974512000.0,194902400.0,621500.0
827,828,20,RL,65.0,8529,Pave,None,1,Lvl,AllPub,Inside,1,SawyerW,0,0,1Fam,1,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,5,20,0,0,1434,1454,GasA,2,1,1,1434,0,0,1434,0,0,2,0,3,1,1,6,0,1,0,Attchd,2001.0,2,2,527,0,0,Y,290,39,0,0,0,0,-1,None,None,0,4,2009,WD,Normal,3,93.6196433,42.0262182,189000,179900.0,1454,1981,3415,1441,10178,13867,23905,1004636.746071,4300509500.0,614358500.0,1259300.0
828,829,60,RL,,28698,Pave,None,2,Low,AllPub,CulDSac,3,ClearCr,0,0,1Fam,4,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,,0.0,0,0,PConc,0,1,1,1,249,4,764,0,1013,GasA,0,1,1,1160,966,0,2126,0,1,2,1,3,1,0,7,-2,0,-2,Attchd,1967.0,3,2,538,0,0,Y,486,0,0,0,225,0,-1,None,None,0,6,2009,WD,Abnorml,-2,93.6496345,42.035702,185000,200250.0,2375,2913,3677,2131,11875,14565,18385,772826.38127,3681596250.0,736319250.0,1001250.0
829,830,160,FV,24.0,2544,Pave,Pave,0,Lvl,AllPub,Inside,1,Somerst,0,0,Twnhs,4,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,600,600,GasA,2,1,1,520,623,80,1223,0,0,2,1,2,1,1,4,0,0,-2,Detchd,2005.0,2,2,480,0,0,Y,0,166,0,0,0,0,-1,None,None,0,7,2006,WD,Normal,1,93.6435389,42.0489287,147400,225500.0,1223,1703,2303,1230,8561,11921,16121,677870.7795726999,3635285500.0,519326500.0,1578500.0
830,831,20,RL,80.0,11900,Pave,None,1,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,1,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,0,0,CBlock,0,0,0,2,1040,0,0,352,1392,GasA,0,1,0,1392,0,0,1392,1,0,1,1,3,1,0,6,0,2,1,Attchd,1957.0,2,2,458,0,0,Y,0,0,0,0,192,0,-1,None,None,0,6,2008,WD,Normal,0,,,166000,140000.0,2432,2890,3242,1398,14592,17340,19452,,2723280000.0,453880000.0,840000.0
831,832,160,FV,30.0,3180,Pave,Pave,0,Lvl,AllPub,Inside,1,Somerst,0,0,TwnhsE,4,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,PConc,1,0,0,0,0,0,0,600,600,GasA,2,1,1,520,600,80,1200,0,0,2,1,2,1,1,4,0,0,-2,Detchd,2005.0,2,2,480,0,0,Y,0,166,0,0,0,0,-1,None,None,0,6,2006,WD,Normal,0,93.6435389,42.0489287,151000,225500.0,1200,1680,2280,1207,8400,11760,15960,671100.9020519999,3598980000.0,514140000.0,1578500.0
832,833,60,RL,44.0,9548,Pave,None,1,Lvl,AllPub,CulDSac,1,CollgCr,0,0,1Fam,4,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,1,0,PConc,1,0,0,5,483,0,0,458,941,GasA,2,1,1,941,888,0,1829,1,0,2,1,3,1,1,7,0,1,0,Attchd,2003.0,2,2,613,0,0,Y,192,39,0,0,0,0,-1,None,None,0,1,2010,WD,Normal,3,93.6629245,42.0210558,237000,197200.0,2312,2925,3383,1836,16184,20475,23681,995100.6223998,4669893200.0,667127600.0,1380400.0
833,834,20,RL,100.0,10004,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,0,0,CBlock,0,0,0,2,196,3,345,975,1516,GasA,0,1,1,1516,0,0,1516,0,0,1,1,3,1,0,6,0,0,-2,Attchd,1964.0,2,2,472,0,0,Y,0,0,0,0,152,0,-1,None,None,0,2,2009,WD,Normal,-3,,,167000,140000.0,1712,2184,3504,1522,10272,13104,21024,,2943360000.0,490560000.0,840000.0
834,835,20,RL,75.0,7875,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,0,0,CBlock,0,0,0,2,572,0,0,572,1144,GasA,1,1,1,1144,0,0,1144,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1961.0,1,2,456,0,0,Y,0,0,0,0,0,0,-1,GdWo,None,0,9,2008,WD,Normal,-2,,,139950,140000.0,1716,2172,2744,1149,8580,10860,13720,,1920800000.0,384160000.0,700000.0
835,836,20,RL,60.0,9600,Pave,None,0,Lvl,AllPub,Inside,1,Sawyer,0,0,1Fam,1,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,,0.0,0,0,CBlock,1,0,0,3,442,0,0,625,1067,GasA,0,1,1,1067,0,0,1067,0,0,2,0,2,1,1,4,-2,0,-2,Attchd,1996.0,1,2,436,0,0,Y,290,0,0,0,0,0,-1,None,None,0,2,2010,WD,Normal,-2,93.6196433,42.0262182,128000,135000.0,1509,1945,2570,1071,6036,7780,10280,432029.523096,1387800000.0,346950000.0,540000.0
836,837,30,RM,90.0,8100,Pave,Pave,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,1,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,BrkTil,0,0,0,2,338,0,0,1221,1559,GasA,1,1,1,1559,0,0,1559,1,0,1,0,2,1,0,5,-2,0,-2,Detchd,1948.0,1,2,812,0,0,Y,0,116,230,0,0,0,-1,GdWo,None,0,6,2007,COD,Normal,-2,93.6158599,42.0315288,153500,119000.0,1897,2709,3930,1564,9485,13545,19650,825919.5409199999,2338350000.0,467670000.0,595000.0
837,838,160,RM,21.0,1680,Pave,None,0,Lvl,AllPub,Inside,1,BrDale,0,0,Twnhs,4,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,0,0,CBlock,0,0,0,3,330,0,0,153,483,GasA,0,1,1,483,504,0,987,1,0,1,1,2,1,0,5,0,0,-2,Detchd,1973.0,1,1,264,0,0,Y,0,0,0,0,0,0,-1,None,None,0,11,2008,WD,Normal,-3,93.6305266,42.0538966,100000,106000.0,1317,1581,1734,993,7902,9486,10404,437528.7402264,1102824000.0,183804000.0,636000.0
838,839,20,RL,75.0,9525,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,0,0,0,0,0,1099,1099,GasA,2,1,1,1099,0,0,1099,0,0,1,1,3,1,1,6,0,0,-2,Attchd,1999.0,1,1,352,0,0,Y,278,0,0,0,0,0,-1,None,None,0,6,2008,WD,Normal,0,93.6629245,42.0210558,144000,197200.0,1099,1451,2550,1104,5495,7255,12750,535768.46145,2514300000.0,502860000.0,986000.0
839,840,50,RL,70.0,11767,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,3,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,3,352,0,0,416,768,GasA,2,1,1,768,432,0,1200,0,0,1,0,3,1,0,6,0,0,-2,Detchd,1946.0,1,1,240,0,0,Y,0,0,0,0,0,0,-1,None,None,0,5,2008,WD,Normal,-1,93.6700775,42.0256764,130500,121750.0,1552,1792,2208,1205,7760,8960,11040,463963.46745600004,1344120000.0,268824000.0,608750.0
840,841,70,RH,,12155,Pave,None,1,Lvl,AllPub,Inside,1,SWISU,0,0,1Fam,4,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,0,3,156,0,0,516,672,GasA,0,0,1,810,672,0,1482,0,0,2,0,4,1,-1,7,0,0,-2,Detchd,1934.0,1,1,400,0,0,P,0,0,254,0,0,0,-1,None,None,0,3,2008,WD,Normal,-4,93.6554093,42.0126438,140000,139500.0,1638,2038,2554,1488,9828,12228,15324,643801.7535912,2137698000.0,356283000.0,837000.0
841,842,70,RM,60.0,10440,Pave,Grvl,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,4,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,PConc,0,0,0,0,0,0,0,650,650,GasA,1,1,1,958,581,0,1539,0,0,2,0,3,1,1,8,0,1,-2,Detchd,1983.0,1,2,686,1,0,P,70,78,68,0,0,0,-1,None,None,0,6,2008,WD,Normal,0,93.6158599,42.0315288,157500,119000.0,1539,2225,2875,1544,7695,11125,14375,604203.2265,1710625000.0,342125000.0,595000.0
842,843,80,RL,82.0,9020,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,0,0,CBlock,0,0,1,2,312,4,539,276,1127,GasA,0,1,1,1165,0,0,1165,1,0,1,1,3,1,0,6,0,0,-2,Attchd,1966.0,2,2,490,1,1,Y,0,129,0,0,0,0,-1,GdPrv,None,0,5,2008,WD,Normal,-1,,,174900,140000.0,1477,1967,2782,1171,8862,11802,16692,,2336880000.0,389480000.0,840000.0
843,844,90,RL,80.0,8000,Pave,None,0,Lvl,AllPub,Corner,1,NAmes,-2,0,Duplex,1,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,,0.0,0,0,CBlock,0,0,0,0,0,0,0,1800,1800,GasA,2,0,1,1800,0,0,1800,0,0,2,0,6,2,0,10,0,0,-2,None,,0,0,0,-2,-2,Y,0,0,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,-5,,,141000,140000.0,1800,1800,3600,1805,9000,9000,18000,,2520000000.0,504000000.0,700000.0
844,845,50,RM,100.0,12665,Pave,Grvl,1,Lvl,AllPub,Inside,1,OldTown,-2,0,1Fam,3,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,1,0,0,0,0,876,876,GasA,1,1,1,876,540,0,1416,0,0,1,1,4,1,0,7,0,1,1,Detchd,1949.0,1,3,720,0,0,Y,418,0,194,0,0,0,-1,None,None,0,6,2008,WD,Normal,1,93.6158599,42.0315288,153900,119000.0,1416,2136,3012,1421,7080,10680,15060,632994.8237279999,1792140000.0,358428000.0,595000.0
845,846,85,RL,,16647,Pave,None,1,Lvl,AllPub,CulDSac,1,Sawyer,-2,0,1Fam,3,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,1,0,1,4,1390,0,0,0,1390,GasA,0,1,1,1701,0,0,1701,1,0,2,0,3,1,0,6,-2,2,0,Basment,1975.0,3,2,611,0,0,Y,0,0,0,0,0,0,-1,None,None,0,1,2007,WD,Normal,-1,93.6196433,42.0262182,171000,135000.0,3091,3702,3702,1706,15455,18510,18510,777905.298882,2498850000.0,499770000.0,675000.0
846,847,60,RL,75.0,9317,Pave,None,0,Lvl,AllPub,Inside,1,SawyerW,0,0,1Fam,4,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,1,0,PConc,1,0,0,4,513,0,0,227,740,GasA,2,1,1,1006,769,0,1775,1,0,2,1,3,1,1,7,0,1,0,Attchd,1993.0,1,2,425,0,0,Y,234,72,192,0,0,0,-1,None,None,0,7,2009,WD,Normal,3,93.6196433,42.0262182,213000,179900.0,2288,2713,2940,1782,16016,18991,20580,864899.570556,3702342000.0,528906000.0,1259300.0
847,848,20,RL,36.0,15523,Pave,None,1,Lvl,AllPub,CulDSac,1,CollgCr,0,0,1Fam,1,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,,0.0,0,0,CBlock,0,0,2,3,460,0,0,404,864,GasA,2,1,1,864,0,0,864,1,0,1,0,3,1,0,5,0,1,-1,Attchd,1972.0,1,1,338,0,0,Y,0,0,0,0,0,0,-1,None,None,0,8,2009,WD,Normal,0,93.6629245,42.0210558,133500,197200.0,1324,1662,2066,869,6620,8310,10330,434077.506414,2037076000.0,407415200.0,986000.0
848,849,50,RL,75.0,45600,Pave,None,2,Bnk,AllPub,Inside,1,ClearCr,0,0,1Fam,3,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,907,907,GasA,0,1,1,1307,1051,0,2358,0,0,3,0,5,1,0,10,0,1,1,Detchd,1908.0,1,2,360,-1,0,Y,486,40,0,0,175,0,-1,None,None,0,9,2008,WD,Normal,-1,93.6496345,42.035702,240000,200250.0,2358,2718,3625,2364,14148,16308,21750,914276.5185,4355437500.0,725906250.0,1201500.0
849,850,80,RL,80.0,9600,Pave,None,0,Lvl,AllPub,FR2,1,Veenker,-2,0,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,1,1,CBlock,0,0,0,0,0,0,0,528,528,GasA,2,1,1,1094,761,0,1855,0,0,2,1,3,1,0,7,0,1,0,Attchd,1976.0,2,2,512,0,0,Y,113,100,0,0,0,0,-1,None,None,0,8,2007,WD,Normal,3,93.6515453,42.0383826,187000,218000.0,1855,2367,2895,1861,11130,14202,17370,730206.7057619999,3786660000.0,631110000.0,1308000.0
850,851,120,RM,36.0,4435,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,TwnhsE,1,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,1,0,PConc,1,0,2,5,659,0,0,189,848,GasA,2,1,1,848,0,0,848,1,0,1,0,1,1,1,3,0,0,-2,Attchd,2003.0,3,2,420,0,0,Y,140,0,0,0,0,0,-1,None,None,0,11,2007,WD,Normal,1,93.6629245,42.0210558,131500,197200.0,1507,1927,2116,854,9042,11562,12696,533499.3244368,2503651200.0,417275200.0,1183200.0
851,852,120,RL,,3196,Pave,None,0,Lvl,AllPub,Inside,1,Blmngtn,0,0,TwnhsE,1,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,1,0,PConc,1,0,1,0,0,0,0,1273,1273,GasA,2,1,1,1456,0,0,1456,0,0,2,0,2,1,1,7,0,1,0,Attchd,2003.0,3,2,400,0,0,Y,143,20,0,0,0,0,-1,None,None,0,5,2006,WD,Normal,3,93.5880772,42.0559335,215000,191000.0,1456,1856,3129,1464,11648,14848,25032,1052744.1273720001,4781112000.0,597639000.0,1528000.0
852,853,75,RL,53.0,7128,Pave,None,0,Lvl,AllPub,Inside,1,Crawfor,0,0,1Fam,5,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,1,CBlock,0,0,0,2,364,0,0,554,918,GasA,1,1,1,918,728,0,1646,0,0,2,0,4,1,0,7,0,2,1,Detchd,1941.0,1,1,240,0,0,Y,0,0,0,0,126,0,-1,MnPrv,None,0,8,2007,WD,Normal,2,93.6196433,42.0262182,164000,200624.0,2010,2250,2804,1653,14070,15750,19628,824890.6108296,3937847872.0,562549696.0,1404368.0
853,854,80,RL,,12095,Pave,None,1,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,0,1,CBlock,0,0,1,2,564,0,0,563,1127,GasA,0,1,1,1445,0,0,1445,0,0,1,1,3,1,0,7,0,1,-1,Attchd,1964.0,2,2,645,0,0,Y,180,0,0,0,0,0,-1,MnPrv,None,0,8,2009,WD,Normal,-1,,,158000,140000.0,2009,2654,3217,1451,12054,15924,19302,,2702280000.0,450380000.0,840000.0
854,855,20,RL,102.0,17920,Pave,None,0,Lvl,AllPub,Inside,1,Sawyer,0,0,1Fam,1,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,,0.0,0,0,CBlock,0,0,1,4,306,2,1085,372,1763,GasA,0,1,1,1779,0,0,1779,1,0,1,1,3,1,0,6,0,1,1,Attchd,1955.0,1,2,454,0,0,Y,0,418,0,0,312,0,-1,None,None,0,7,2006,WD,Abnorml,0,93.6196433,42.0262182,170000,135000.0,2085,2539,3996,1784,10425,12695,19980,839683.8396360001,2697300000.0,539460000.0,675000.0
855,856,20,RL,,6897,Pave,None,1,Lvl,AllPub,Corner,1,Sawyer,0,0,1Fam,1,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,,0.0,0,1,CBlock,0,0,0,4,659,0,0,381,1040,GasA,2,1,1,1040,0,0,1040,1,0,1,1,3,1,0,6,0,0,-2,Detchd,1962.0,1,1,260,0,0,Y,0,104,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,0,93.6196433,42.0262182,127000,135000.0,1699,1959,2340,1045,8495,9795,11700,491706.75294000003,1579500000.0,315900000.0,675000.0
856,857,80,RL,,10970,Pave,None,1,Low,AllPub,Inside,2,CollgCr,0,0,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,,0.0,0,0,CBlock,1,1,1,5,505,1,435,0,940,GasA,0,1,1,1026,0,0,1026,1,0,1,0,3,1,0,5,0,0,-2,Detchd,1981.0,1,2,576,0,-1,Y,0,0,34,0,0,0,-1,MnPrv,None,0,10,2008,WD,Normal,-3,93.6629245,42.0210558,147000,197200.0,1531,2107,2542,1032,9186,12642,15252,640905.1430616,3007694400.0,501282400.0,1183200.0
857,858,60,RL,65.0,8125,Pave,None,0,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,4,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,PConc,1,0,0,0,0,0,0,702,702,GasA,1,1,1,702,779,0,1481,0,0,2,1,3,1,0,6,0,1,0,Attchd,1994.0,3,2,343,0,0,Y,0,36,0,0,0,0,-1,None,None,0,3,2009,WD,Normal,0,93.6482427,42.1073852,174000,181000.0,1481,1824,2526,1487,8886,10944,15156,638179.5300912,2743236000.0,457206000.0,1086000.0
