,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Tot_qual_cond,degrees_west,degrees_north
762,763,60,FV,72.0,8640,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,4,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,1,5,24,0,0,732,756,GasA,2,1,1,764,783,0,1547,0,0,2,1,3,1,1,7,0,0,-2,Attchd,2009.0,1,2,614,0,0,Y,169,45,0,0,0,0,-1,None,None,0,6,2010,Con,Normal,215200,0,93.6435389,42.0489287
763,764,60,RL,82.0,9430,Pave,None,0,Lvl,AllPub,Inside,1,NoRidge,0,0,1Fam,4,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,1,0,PConc,1,0,1,5,1163,0,0,89,1252,GasA,2,1,1,1268,1097,0,2365,1,0,2,1,3,1,1,8,0,1,1,Attchd,1999.0,2,3,856,0,0,Y,0,128,0,0,180,0,-1,None,None,0,7,2009,WD,Normal,337000,4,93.6550459,42.051161
764,765,120,RL,30.0,9549,Pave,None,1,Lvl,AllPub,CulDSac,1,Veenker,0,0,TwnhsE,1,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,,0.0,1,1,PConc,1,1,2,1,437,5,1057,0,1494,GasA,2,1,1,1494,0,0,1494,1,0,1,1,2,1,2,6,0,1,1,Attchd,1995.0,3,2,481,0,0,Y,0,30,0,0,216,0,-1,None,None,0,4,2006,WD,Normal,270000,7,93.6515453,42.0383826
765,766,20,RL,75.0,14587,Pave,None,1,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,1,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,1,0,PConc,1,0,0,0,0,0,0,1498,1498,GasA,2,1,1,1506,0,0,1506,0,0,2,0,2,1,2,6,0,1,1,Attchd,2008.0,3,2,592,0,0,Y,0,174,0,0,0,0,-1,None,None,0,8,2008,New,Partial,264132,5,93.6435389,42.0489287
766,767,60,RL,80.0,10421,Pave,None,0,Lvl,AllPub,Inside,1,NWAmes,0,0,1Fam,4,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,0,0,CBlock,1,0,0,5,394,0,0,586,980,GasA,0,1,1,980,734,0,1714,0,0,2,1,3,1,0,7,0,1,0,Attchd,1988.0,1,2,496,0,0,Y,228,66,156,0,0,0,-1,MnPrv,Shed,500,3,2010,WD,Normal,196500,-1,93.6668704,42.0561644
767,768,50,RL,75.0,12508,Pave,None,1,Lvl,AllPub,Inside,1,Mitchel,0,0,1Fam,3,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,1,0,1,4,660,0,0,323,983,GasA,2,1,1,983,767,0,1750,1,0,2,0,4,1,0,7,-3,0,-2,Attchd,1989.0,1,1,423,0,0,Y,245,0,156,0,0,0,-1,None,Shed,1300,7,2008,WD,Normal,160000,-1,93.6048323,41.9923905
768,769,20,RL,70.0,9100,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,5,24,0,0,1836,1860,GasA,2,1,1,1836,0,0,1836,0,0,2,0,3,1,1,8,0,1,1,Attchd,2004.0,3,2,484,0,0,Y,120,33,0,0,0,0,-1,None,None,0,10,2006,WD,Normal,216837,4,93.6629245,42.0210558
769,770,60,RL,47.0,53504,Pave,None,2,HLS,AllPub,CulDSac,2,StoneBr,0,0,1Fam,4,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,2,0,PConc,1,0,1,4,1416,0,0,234,1650,GasA,2,1,1,1690,1589,0,3279,1,0,3,1,4,1,2,12,-3,1,1,BuiltIn,2003.0,3,3,841,0,0,Y,503,36,0,0,210,0,-1,None,None,0,6,2010,WD,Normal,538000,6,93.6352844,42.0606141
770,771,85,RL,,7252,Pave,None,1,Lvl,AllPub,CulDSac,1,Sawyer,0,0,1Fam,,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,1,0,2,5,685,0,0,173,858,GasA,0,1,1,858,0,0,858,1,0,1,0,2,1,0,5,0,0,-2,Detchd,1983.0,1,2,576,0,0,Y,120,0,0,0,0,0,-1,None,None,0,4,2009,WD,Normal,134900,-3,93.6196433,42.0262182
771,772,20,RL,67.0,8877,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,1,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,-1,-1,0,1,836,0,0,0,836,GasA,0,1,-1,1220,0,0,1220,0,0,1,0,2,1,0,6,0,0,-2,Detchd,1951.0,1,2,396,0,0,Y,0,0,0,0,0,0,-1,None,None,0,4,2006,COD,Normal,102000,-4,93.6700775,42.0256764
772,773,80,RL,94.0,7819,Pave,None,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,,0.0,0,0,CBlock,0,0,2,4,422,3,127,480,1029,GasA,0,1,1,1117,0,0,1117,1,0,1,0,3,1,0,6,0,1,0,Detchd,1976.0,1,2,672,0,0,Y,144,0,0,0,0,0,-1,MnPrv,None,0,3,2010,WD,Abnorml,107000,-1,93.6700775,42.0256764
773,774,20,RL,70.0,10150,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,-2,0,1Fam,1,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,,1.0,0,0,CBlock,0,0,0,2,456,0,0,456,912,GasA,2,1,0,912,0,0,912,0,0,1,0,2,1,0,5,0,0,-2,Attchd,1958.0,2,1,275,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2007,COD,Normal,114500,-1,,
774,775,20,RL,110.0,14226,Pave,None,0,Lvl,AllPub,Corner,1,NridgHt,0,0,1Fam,1,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,1,0,PConc,1,0,2,0,0,0,0,1935,1935,GasA,1,1,1,1973,0,0,1973,0,0,2,0,3,1,1,9,0,1,1,Attchd,2006.0,3,3,895,0,0,Y,315,45,0,0,0,0,-1,None,None,0,7,2007,New,Partial,395000,3,93.6521432,42.0593971
775,776,120,RM,32.0,4500,Pave,None,0,Lvl,AllPub,FR2,1,Mitchel,0,0,TwnhsE,1,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,0,0,PConc,2,0,0,5,866,0,0,338,1204,GasA,2,1,1,1204,0,0,1204,1,0,2,0,2,1,0,5,0,0,-2,Attchd,1998.0,3,2,412,0,0,Y,0,247,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,162000,-1,93.6048323,41.9923905
776,777,20,RL,86.0,11210,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,1,0,PConc,1,0,2,5,20,0,0,1594,1614,GasA,2,1,1,1614,0,0,1614,0,0,2,0,3,1,1,7,0,0,-2,Attchd,2005.0,2,3,865,0,0,Y,144,59,0,0,0,0,-1,None,None,0,7,2006,New,Partial,221500,1,93.6629245,42.0210558
777,778,20,RL,100.0,13350,Pave,None,1,Lvl,AllPub,Inside,1,Sawyer,0,0,1Fam,1,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,,0.0,0,0,CBlock,0,0,0,4,762,0,0,102,864,GasA,0,1,1,894,0,0,894,1,0,1,0,3,1,0,5,0,1,-1,Attchd,1974.0,1,2,440,0,0,Y,241,0,0,0,0,0,-1,MnPrv,None,0,6,2006,WD,Normal,142500,-2,93.6196433,42.0262182
778,779,90,RH,60.0,8400,Pave,None,0,Lvl,AllPub,Inside,1,SawyerW,-2,0,Duplex,1,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,0,0,Slab,-1,0,-1,0,0,0,0,0,0,GasA,0,1,1,2020,0,0,2020,0,0,2,0,4,2,0,10,0,2,0,Detchd,1977.0,1,2,630,0,0,Y,0,0,0,0,0,0,-1,None,None,0,10,2007,WD,Normal,144000,-1,93.6196433,42.0262182
779,780,90,RL,78.0,10530,Pave,None,0,Lvl,AllPub,Inside,1,Mitchel,0,0,Duplex,,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,0,0,CBlock,1,0,1,5,975,0,0,0,975,GasA,0,1,1,1004,0,0,1004,1,0,1,0,2,1,0,4,0,0,-2,Attchd,1977.0,1,2,504,0,0,Y,0,0,0,0,0,0,-1,None,None,0,5,2006,WD,Normal,135000,-3,93.6048323,41.9923905
780,781,20,RL,63.0,7875,Pave,None,0,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,1,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,0,0,PConc,1,1,0,0,0,0,0,1237,1237,GasA,1,1,1,1253,0,0,1253,0,0,2,0,3,1,0,6,0,1,0,Attchd,1995.0,3,2,402,0,0,Y,220,21,0,0,0,0,-1,None,None,0,6,2007,WD,Normal,176000,1,93.6482427,42.1073852
781,782,60,RL,65.0,7153,Pave,None,0,Lvl,AllPub,Inside,1,SawyerW,0,0,1Fam,4,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,,0.0,1,1,PConc,1,0,0,4,387,0,0,374,761,GasA,2,1,1,810,793,0,1603,0,0,2,1,3,1,1,7,0,0,-2,Attchd,1992.0,2,2,484,0,0,Y,0,124,0,0,0,0,-1,None,None,0,7,2006,WD,Normal,175900,2,93.6196433,42.0262182
782,783,20,RL,67.0,16285,Pave,None,2,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,1413,1413,GasA,2,1,1,1430,0,0,1430,0,0,2,0,3,1,1,6,0,0,-2,Attchd,2001.0,2,2,605,0,0,Y,0,33,0,0,0,0,-1,None,None,0,6,2009,WD,Normal,187100,1,93.6629245,42.0210558
783,784,85,RL,,9101,Pave,None,1,Lvl,AllPub,Corner,1,Mitchel,0,0,1Fam,,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,0,1,PConc,1,0,2,5,1097,0,0,0,1097,GasA,2,1,1,1110,0,0,1110,1,0,1,0,1,1,1,4,0,1,0,Attchd,1978.0,3,2,602,0,0,Y,303,30,0,0,0,0,-1,None,None,0,7,2009,WD,Normal,165500,3,93.6048323,41.9923905
784,785,75,RM,35.0,6300,Pave,Grvl,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,5,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,0,0,CBlock,0,0,0,0,0,0,0,742,742,GasA,2,1,1,742,742,0,1484,0,0,2,0,3,1,0,9,0,1,1,None,,0,0,0,-2,-2,Y,0,291,134,0,0,0,-1,None,None,0,6,2008,WD,Normal,128000,-2,93.6158599,42.0315288
785,786,20,RL,,9790,Pave,None,0,Lvl,AllPub,Inside,1,NWAmes,-2,0,1Fam,1,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,,0.0,0,0,CBlock,0,0,0,2,251,1,630,491,1372,GasA,0,1,1,1342,0,0,1342,0,0,2,0,3,1,0,7,0,1,1,Attchd,1967.0,1,2,457,0,0,Y,0,0,0,0,197,0,-1,None,None,0,9,2009,WD,Normal,161500,0,93.6668704,42.0561644
786,787,50,RM,60.0,10800,Pave,None,0,Lvl,AllPub,Inside,1,OldTown,-2,0,1Fam,3,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,1,PConc,-1,0,0,1,686,0,0,0,686,GasA,0,1,1,966,686,0,1652,1,0,2,0,4,1,0,7,0,0,-2,Detchd,1961.0,1,1,416,0,0,Y,0,0,196,0,0,0,-1,None,Shed,1200,6,2010,WD,Normal,139000,-2,93.6158599,42.0315288
787,788,60,RL,76.0,10142,Pave,None,1,Lvl,AllPub,Inside,1,SawyerW,0,0,1Fam,4,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,5,656,0,0,300,956,GasA,2,1,1,956,1128,0,2084,1,0,2,1,4,1,1,8,0,0,-2,BuiltIn,2004.0,2,2,618,0,0,Y,0,45,0,0,0,0,-1,None,None,0,1,2010,WD,Normal,233000,1,93.6196433,42.0262182
788,789,20,RM,50.0,6000,Pave,None,0,Lvl,AllPub,Corner,1,OldTown,0,0,1Fam,1,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,0,0,0,0,901,901,GasA,2,1,1,901,0,0,901,0,0,1,0,2,1,0,4,0,0,-2,Detchd,1954.0,1,1,281,-1,0,Y,0,0,0,0,0,0,-1,None,None,0,8,2008,WD,Normal,107900,-2,93.6158599,42.0315288
789,790,60,RL,,12205,Pave,None,1,Low,AllPub,Inside,1,ClearCr,0,0,1Fam,4,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,0,0,CBlock,0,-1,1,1,568,0,0,264,832,GasA,1,1,1,976,1111,0,2087,0,0,2,1,5,1,1,9,0,0,-2,Attchd,1966.0,3,2,444,0,0,Y,133,168,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,187500,-2,93.6496345,42.035702
790,791,120,RL,43.0,3182,Pave,None,0,Lvl,AllPub,Inside,1,Blmngtn,0,0,TwnhsE,1,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,1,0,PConc,1,0,0,5,16,0,0,1129,1145,GasA,2,1,1,1145,0,0,1145,0,0,2,0,2,1,1,5,0,1,1,Attchd,2005.0,3,2,397,0,0,Y,100,16,0,0,0,0,-1,None,None,0,9,2009,WD,Normal,160200,4,93.5880772,42.0559335
791,792,80,RL,,11333,Pave,None,1,Lvl,AllPub,Corner,1,Mitchel,0,0,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,PConc,1,0,2,4,539,0,0,490,1029,GasA,0,1,1,1062,0,0,1062,1,0,1,0,3,1,0,5,0,2,0,Attchd,1976.0,2,2,539,0,0,Y,120,0,0,0,0,0,-1,None,None,0,5,2007,WD,Normal,146800,-1,93.6048323,41.9923905
792,793,60,RL,92.0,9920,Pave,None,1,Lvl,AllPub,CulDSac,1,NoRidge,0,0,1Fam,4,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,,0.0,1,0,PConc,1,0,2,5,862,0,0,255,1117,GasA,2,1,1,1127,886,0,2013,1,0,2,1,3,1,0,8,0,1,0,Attchd,1997.0,1,2,455,0,0,Y,180,130,0,0,0,0,-1,None,None,0,6,2007,WD,Normal,269790,2,93.6550459,42.051161
793,794,20,RL,76.0,9158,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,1,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,1,0,PConc,1,0,2,0,0,0,0,1496,1496,GasA,2,1,1,1496,0,0,1496,0,0,2,0,3,1,1,7,0,0,-2,Attchd,2007.0,3,2,474,0,0,Y,168,130,0,0,0,0,-1,None,None,0,6,2007,New,Partial,225000,1,93.6435389,42.0489287
794,795,60,RL,,10832,Pave,None,1,Lvl,AllPub,Corner,1,Gilbert,0,0,1Fam,4,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,712,712,GasA,2,1,1,1086,809,0,1895,0,0,2,1,3,1,1,7,0,1,0,Attchd,1994.0,3,2,409,0,0,Y,143,46,0,0,0,0,-1,None,Shed,500,10,2008,WD,Normal,194500,3,93.6482427,42.1073852
795,796,60,RL,70.0,8400,Pave,None,0,Lvl,AllPub,Inside,1,SawyerW,0,0,1Fam,4,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,0,0,CBlock,1,0,0,0,0,0,0,650,650,GasA,0,1,1,888,676,0,1564,0,0,2,1,3,1,0,7,0,1,0,Attchd,1980.0,1,2,476,0,0,Y,0,50,0,0,204,0,-1,MnPrv,None,0,4,2010,WD,Normal,171000,-1,93.6196433,42.0262182
796,797,20,RL,71.0,8197,Pave,None,0,Lvl,AllPub,Inside,1,Sawyer,0,0,1Fam,1,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,0,0,CBlock,0,0,0,0,0,0,0,660,660,GasA,2,1,1,1285,0,0,1285,0,0,1,1,3,1,0,7,0,1,0,Attchd,1977.0,2,2,528,0,0,Y,138,0,0,0,0,0,-1,MnPrv,None,0,4,2007,WD,Normal,143500,1,93.6196433,42.0262182
797,798,20,RL,57.0,7677,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,0,3,570,0,0,203,773,GasA,1,1,1,773,0,0,773,0,0,1,0,2,1,0,4,0,0,-2,Attchd,1953.0,1,1,240,0,0,Y,0,0,0,0,0,0,-1,None,None,0,4,2008,WD,Abnorml,110000,-2,,
798,799,60,RL,104.0,13518,Pave,None,0,Lvl,AllPub,Inside,1,NridgHt,0,0,1Fam,4,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,2,0,PConc,2,0,0,0,0,0,0,1926,1926,GasA,2,1,1,1966,1174,0,3140,0,0,3,1,4,1,2,11,0,2,1,BuiltIn,2009.0,3,3,820,0,0,Y,144,78,0,0,0,0,-1,None,None,0,7,2009,New,Partial,485000,6,93.6521432,42.0593971
799,800,50,RL,60.0,7200,Pave,None,0,Lvl,AllPub,Corner,1,SWISU,-2,0,1Fam,3,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,0,0,BrkTil,1,0,0,4,569,0,0,162,731,GasA,2,1,1,981,787,0,1768,1,0,1,1,3,1,1,7,0,2,0,Detchd,1939.0,1,1,240,0,0,Y,0,0,264,0,0,0,-1,MnPrv,None,0,6,2007,WD,Normal,175000,2,93.6554093,42.0126438
800,801,60,RL,79.0,12798,Pave,None,1,HLS,AllPub,Inside,2,ClearCr,-2,0,1Fam,4,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,1,5,462,0,0,154,616,GasA,1,1,1,616,1072,0,1688,1,0,2,1,4,1,1,8,0,0,-2,Attchd,1997.0,2,2,603,0,0,Y,403,114,185,0,0,0,-1,None,Shed,400,5,2008,WD,Normal,200000,-1,93.6496345,42.035702
801,802,30,RM,40.0,4800,Pave,None,0,Lvl,AllPub,Inside,1,IDOTRR,0,0,1Fam,1,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,1,197,0,0,999,1196,GasA,2,1,0,1196,0,0,1196,1,0,1,0,2,1,0,5,0,0,-2,Detchd,1957.0,1,2,440,0,0,Y,0,0,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,109900,-1,93.6196433,42.0262182
802,803,60,RL,63.0,8199,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,4,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,,0.0,1,0,PConc,1,0,2,5,648,0,0,80,728,GasA,2,1,1,728,728,0,1456,1,0,2,1,3,1,1,7,0,1,1,Attchd,2005.0,3,2,410,0,0,Y,36,18,0,0,0,0,-1,None,None,0,10,2008,WD,Normal,189000,4,93.6629245,42.0210558
803,804,60,RL,107.0,13891,Pave,None,0,Lvl,AllPub,Inside,1,NridgHt,0,0,1Fam,4,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,2,0,PConc,2,0,1,0,0,0,0,1734,1734,GasA,2,1,1,1734,1088,0,2822,0,0,3,1,4,1,2,12,0,1,1,BuiltIn,2009.0,2,3,1020,0,0,Y,52,170,0,0,192,0,-1,None,None,0,1,2009,New,Partial,582933,6,93.6521432,42.0593971
804,805,20,RL,75.0,9000,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,0,1,812,0,0,124,936,GasA,0,1,1,1128,0,0,1128,0,0,1,0,2,1,0,5,-1,0,-2,Attchd,1954.0,1,1,286,0,0,Y,0,0,0,0,0,0,-1,GdWo,None,0,6,2006,WD,Family,118000,-3,,
805,806,20,RL,91.0,12274,Pave,None,1,Lvl,AllPub,FR2,1,Somerst,0,0,1Fam,1,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,1,0,PConc,1,0,0,0,0,0,0,1417,1417,GasA,2,1,1,1428,0,0,1428,0,0,2,0,3,1,2,6,0,0,-2,Attchd,2008.0,2,2,554,0,0,Y,0,60,0,0,0,0,-1,None,None,0,7,2008,New,Partial,227680,2,93.6435389,42.0489287
806,807,80,RL,75.0,9750,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,2,4,400,2,480,100,980,GasA,1,1,1,980,0,0,980,0,0,2,0,3,1,0,6,0,0,-2,Attchd,1967.0,3,1,384,0,0,Y,68,0,0,0,0,0,-1,None,None,0,10,2006,WD,Normal,135500,-2,,
807,808,70,RL,144.0,21384,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,4,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1,5,1309,0,0,15,1324,GasA,2,1,1,1072,504,0,1576,2,0,1,1,3,1,1,6,0,1,0,Attchd,1923.0,2,2,528,0,0,Y,0,312,0,0,0,0,-1,None,None,0,5,2009,WD,Normal,223500,2,93.6276074,42.0322741
808,809,80,RL,85.0,13400,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,0,0,CBlock,0,0,2,4,516,3,128,380,1024,GasA,0,1,1,1086,0,0,1086,1,0,1,0,3,1,0,6,0,1,1,Attchd,1966.0,2,2,484,0,0,Y,0,0,0,0,0,0,-1,GdWo,None,0,6,2006,WD,Normal,159950,0,,
809,810,75,RM,90.0,8100,Pave,None,0,Lvl,AllPub,Corner,1,OldTown,0,0,1Fam,5,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,,0.0,0,0,PConc,0,0,0,0,0,0,0,849,849,GasA,0,0,0,1075,1063,0,2138,0,0,2,0,2,3,0,11,0,0,-2,Detchd,1910.0,1,2,360,-1,-2,N,40,156,0,0,0,0,-1,MnPrv,None,0,11,2009,WD,Normal,106000,-6,93.6158599,42.0315288
810,811,20,RL,78.0,10140,Pave,None,0,Lvl,AllPub,Inside,1,NWAmes,0,0,1Fam,1,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,0,0,CBlock,0,0,0,4,663,1,377,0,1040,GasA,-1,1,1,1309,0,0,1309,1,0,1,1,3,1,1,5,0,1,-1,Attchd,1974.0,2,2,484,0,0,Y,265,0,0,0,0,648,-1,GdPrv,None,0,1,2006,WD,Normal,181000,-2,93.6668704,42.0561644
811,812,120,RM,,4438,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,TwnhsE,1,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,1,0,PConc,1,0,1,5,662,0,0,186,848,GasA,2,1,1,848,0,0,848,1,0,1,0,1,1,1,4,0,1,1,Attchd,2004.0,3,2,420,0,0,Y,140,0,0,0,0,0,-1,None,None,0,6,2008,ConLD,Normal,144500,4,93.6629245,42.0210558
812,813,20,C (all),66.0,8712,Grvl,None,0,Bnk,AllPub,Inside,2,IDOTRR,0,0,1Fam,1,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,-1,0,CBlock,0,0,2,0,0,0,0,540,540,GasA,0,0,0,1044,0,0,1044,0,0,1,0,2,1,-1,4,0,0,-2,Basment,1952.0,1,2,504,0,0,N,0,0,0,0,0,0,-1,None,Shed,54,6,2010,WD,Alloca,55993,-5,93.6196433,42.0262182
813,814,20,RL,75.0,9750,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,0,0,CBlock,0,0,0,2,608,0,0,834,1442,GasA,1,1,1,1442,0,0,1442,0,0,1,1,4,1,0,7,0,0,-2,Attchd,1958.0,2,1,301,0,0,Y,0,0,275,0,0,0,-1,None,Shed,500,4,2007,COD,Normal,157900,-2,,
814,815,50,RL,45.0,8248,Pave,Grvl,0,Lvl,AllPub,Inside,1,Edwards,0,0,1Fam,3,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,686,686,GasW,1,1,1,686,564,0,1250,0,1,1,1,3,1,-1,7,0,0,-2,Detchd,1955.0,1,1,280,0,0,P,207,0,96,0,0,0,-1,None,None,0,7,2006,WD,Normal,116000,-3,93.6700775,42.0256764
815,816,20,RL,48.0,12137,Pave,None,2,Lvl,AllPub,CulDSac,1,CollgCr,0,0,1Fam,1,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,0,0,PConc,1,0,0,0,0,0,0,1649,1649,GasA,2,1,1,1661,0,0,1661,0,0,2,0,3,1,1,6,0,0,-2,Attchd,1998.0,2,2,598,0,0,Y,0,34,0,0,0,0,-1,None,None,0,5,2010,WD,Normal,224900,0,93.6629245,42.0210558
816,817,20,RL,,11425,Pave,None,1,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,1,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,,0.0,0,0,CBlock,0,0,0,3,486,0,0,522,1008,GasA,1,1,1,1008,0,0,1008,0,0,1,0,2,1,0,4,0,1,1,Attchd,1954.0,2,1,275,0,0,Y,0,0,120,0,0,0,-1,None,None,0,7,2006,WD,Normal,137000,1,,
817,818,20,RL,,13265,Pave,None,1,Lvl,AllPub,CulDSac,1,Mitchel,0,0,1Fam,1,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,1,0,PConc,1,0,0,5,1218,0,0,350,1568,GasA,2,1,1,1689,0,0,1689,1,0,2,0,3,1,1,7,0,2,1,Attchd,2002.0,2,3,857,0,0,Y,150,59,0,0,0,0,-1,None,None,0,7,2008,WD,Normal,271000,4,93.6048323,41.9923905
